Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25.0,Yes,Travel_Rarely,1219.0,Research & Development,4,1,Technical Degree,1,1106,4.0,Male,32,3,1,Laboratory Technician,4.0,Married,3691.0,4605,1.0,Y,Yes,15,3.0,2,80,1,7.0,3.0,4.0,7.0,7,5,6
26.0,Yes,Travel_Rarely,1330.0,Research & Development,21,3,Medical,1,1107,1.0,Male,37,3,1,Laboratory Technician,3.0,Divorced,2377.0,19373,1.0,Y,No,20,4.0,3,80,1,1.0,0.0,2.0,1.0,1,0,0
33.0,Yes,Travel_Rarely,1017.0,Research & Development,25,3,Medical,1,1108,1.0,Male,55,2,1,Research Scientist,2.0,Single,2313.0,2993,4.0,Y,Yes,20,4.0,2,80,0,5.0,0.0,3.0,2.0,2,2,2
42.0,No,Travel_Rarely,469.0,Research & Development,2,2,Medical,1,1109,4.0,Male,35,3,4,Manager,1.0,Married,16536.0,14399,0.0,Y,No,17,3.0,4,80,1,23.0,3.0,3.0,22.0,6,13,7
28.0,Yes,Travel_Frequently,1009.0,Research & Development,1,3,Medical,1,1111,1.0,Male,45,2,1,Laboratory Technician,2.0,Divorced,2596.0,7160,1.0,Y,No,15,3.0,1,80,2,1.0,2.0,3.0,1.0,0,0,0
50.0,Yes,Travel_Frequently,959.0,Sales,1,4,Other,1,1113,4.0,Male,81,3,2,Sales Executive,3.0,Single,4728.0,17251,3.0,Y,Yes,14,3.0,4,80,0,5.0,4.0,3.0,0.0,0,0,0
33.0,No,Travel_Frequently,970.0,Sales,7,3,Life Sciences,1,1114,4.0,Female,30,3,2,Sales Executive,2.0,Married,4302.0,13401,0.0,Y,No,17,3.0,3,80,1,4.0,3.0,3.0,3.0,2,0,2
34.0,No,Non-Travel,697.0,Research & Development,3,4,Life Sciences,1,1115,3.0,Male,40,2,1,Research Scientist,4.0,Married,2979.0,22478,3.0,Y,No,17,3.0,4,80,3,6.0,2.0,3.0,0.0,0,0,0
48.0,No,Non-Travel,1262.0,Research & Development,1,4,Medical,1,1116,1.0,Male,35,4,4,Manager,4.0,Single,16536.0,16154,2.0,Y,No,22,4.0,3,80,0,27.0,3.0,2.0,5.0,4,2,1
45.0,No,Non-Travel,1050.0,Sales,9,4,Life Sciences,1,1117,2.0,Female,65,2,2,Sales Executive,3.0,Married,5593.0,17970,1.0,Y,No,13,3.0,4,80,1,15.0,2.0,3.0,15.0,10,4,12
52.0,No,Travel_Rarely,994.0,Research & Development,7,4,Life Sciences,1,1118,2.0,Male,87,3,3,Healthcare Representative,2.0,Single,10445.0,15322,7.0,Y,No,19,3.0,4,80,0,18.0,4.0,3.0,8.0,6,4,0
38.0,No,Travel_Rarely,770.0,Sales,10,4,Marketing,1,1119,3.0,Male,73,2,3,Sales Executive,3.0,Divorced,8740.0,5569,0.0,Y,Yes,14,3.0,2,80,2,9.0,2.0,3.0,8.0,7,2,7
29.0,No,Travel_Rarely,1107.0,Research & Development,28,4,Life Sciences,1,1120,3.0,Female,93,3,1,Research Scientist,4.0,Divorced,2514.0,26968,4.0,Y,No,22,4.0,1,80,1,11.0,1.0,3.0,7.0,5,1,7
28.0,No,Travel_Rarely,950.0,Research & Development,3,3,Medical,1,1121,4.0,Female,93,3,3,Manufacturing Director,2.0,Divorced,7655.0,8039,0.0,Y,No,17,3.0,2,80,3,10.0,3.0,2.0,9.0,7,1,7
46.0,No,Travel_Rarely,406.0,Sales,3,1,Marketing,1,1124,1.0,Male,52,3,4,Manager,3.0,Married,16536.0,15596,3.0,Y,No,12,3.0,4,80,1,23.0,3.0,3.0,12.0,9,4,9
38.0,No,Travel_Rarely,130.0,Sales,2,2,Marketing,1,1125,4.0,Male,32,3,3,Sales Executive,2.0,Single,7351.0,20619,7.0,Y,No,16,3.0,3,80,0,10.0,2.0,3.0,1.0,0,0,0
43.0,No,Travel_Frequently,1082.0,Research & Development,27,3,Life Sciences,1,1126,3.0,Female,83,3,3,Manufacturing Director,1.0,Married,10820.0,11535,8.0,Y,No,11,3.0,3,80,1,18.0,1.0,3.0,8.0,7,0,1
39.0,Yes,Travel_Frequently,203.0,Research & Development,2,3,Life Sciences,1,1127,1.0,Male,84,3,4,Healthcare Representative,4.0,Divorced,12169.0,13547,7.0,Y,No,11,3.0,4,80,3,21.0,4.0,3.0,18.0,7,11,5
40.0,No,Travel_Rarely,1308.0,Research & Development,14,3,Medical,1,1128,3.0,Male,44,2,5,Research Director,3.0,Single,16536.0,17544,1.0,Y,No,14,3.0,1,80,0,21.0,2.0,4.0,20.0,7,4,9
21.0,No,Travel_Rarely,984.0,Research & Development,1,1,Technical Degree,1,1131,4.0,Female,70,2,1,Research Scientist,2.0,Single,2070.0,25326,1.0,Y,Yes,11,3.0,3,80,0,2.0,6.0,4.0,2.0,2,2,2
39.0,No,Non-Travel,439.0,Research & Development,9,3,Life Sciences,1,1132,3.0,Male,70,3,2,Laboratory Technician,2.0,Single,6782.0,8770,9.0,Y,No,15,3.0,3,80,0,9.0,2.0,2.0,5.0,4,0,3
36.0,No,Non-Travel,217.0,Research & Development,18,4,Life Sciences,1,1133,1.0,Male,78,3,2,Manufacturing Director,4.0,Single,7779.0,23238,2.0,Y,No,20,4.0,1,80,0,18.0,0.0,3.0,11.0,9,0,9
31.0,No,Travel_Frequently,793.0,Sales,20,3,Life Sciences,1,1135,3.0,Male,67,4,1,Sales Representative,4.0,Married,2791.0,21981,0.0,Y,No,12,3.0,1,80,1,3.0,4.0,3.0,2.0,2,2,2
28.0,No,Travel_Rarely,1451.0,Research & Development,2,1,Life Sciences,1,1136,1.0,Male,67,2,1,Research Scientist,2.0,Married,3201.0,19911,0.0,Y,No,17,3.0,1,80,0,6.0,2.0,1.0,5.0,3,0,4
35.0,No,Travel_Frequently,1182.0,Sales,11,2,Marketing,1,1137,4.0,Male,54,3,2,Sales Executive,4.0,Divorced,4968.0,18500,1.0,Y,No,11,3.0,4,80,1,5.0,3.0,3.0,5.0,2,0,2
49.0,No,Travel_Rarely,174.0,Sales,8,4,Technical Degree,1,1138,4.0,Male,56,2,4,Sales Executive,2.0,Married,13120.0,11879,6.0,Y,No,17,3.0,2,80,1,22.0,3.0,3.0,9.0,8,2,3
34.0,No,Travel_Frequently,1003.0,Research & Development,2,2,Life Sciences,1,1140,4.0,Male,95,3,2,Manufacturing Director,3.0,Single,4033.0,15834,2.0,Y,No,11,3.0,4,80,0,5.0,3.0,2.0,3.0,2,0,2
29.0,No,Travel_Frequently,490.0,Research & Development,10,3,Life Sciences,1,1143,4.0,Female,61,3,1,Research Scientist,2.0,Divorced,3291.0,17940,0.0,Y,No,14,3.0,4,80,2,8.0,2.0,2.0,7.0,5,1,1
42.0,No,Travel_Rarely,188.0,Research & Development,29,3,Medical,1,1148,2.0,Male,56,1,2,Laboratory Technician,4.0,Single,4272.0,9558,4.0,Y,No,19,3.0,1,80,0,16.0,3.0,3.0,1.0,0,0,0
29.0,No,Travel_Rarely,718.0,Research & Development,8,1,Medical,1,1150,2.0,Male,79,2,2,Manufacturing Director,4.0,Married,5056.0,17689,1.0,Y,Yes,15,3.0,3,80,1,10.0,2.0,2.0,10.0,7,1,2
38.0,No,Travel_Rarely,433.0,Human Resources,1,3,Human Resources,1,1152,3.0,Male,37,4,1,Human Resources,3.0,Married,2844.0,6004,1.0,Y,No,13,3.0,4,80,1,7.0,2.0,4.0,7.0,6,5,0
28.0,No,Travel_Frequently,773.0,Research & Development,6,3,Life Sciences,1,1154,3.0,Male,39,2,1,Research Scientist,3.0,Divorced,2703.0,22088,1.0,Y,Yes,14,3.0,4,80,1,3.0,2.0,3.0,3.0,1,0,2
18.0,Yes,Non-Travel,247.0,Research & Development,8,1,Medical,1,1156,3.0,Male,80,3,1,Laboratory Technician,3.0,Single,1904.0,13556,1.0,Y,No,12,3.0,4,80,0,1.0,0.0,3.0,0.0,0,0,0
33.0,Yes,Travel_Rarely,603.0,Sales,9,4,Marketing,1,1157,1.0,Female,77,3,2,Sales Executive,1.0,Single,8224.0,18385,0.0,Y,Yes,17,3.0,1,80,0,6.0,3.0,3.0,5.0,2,0,3
41.0,No,Travel_Rarely,167.0,Research & Development,12,4,Life Sciences,1,1158,2.0,Male,46,3,1,Laboratory Technician,4.0,Married,4766.0,9051,3.0,Y,Yes,11,3.0,1,80,1,6.0,4.0,3.0,1.0,0,0,0
31.0,Yes,Travel_Frequently,874.0,Research & Development,15,3,Medical,1,1160,3.0,Male,72,3,1,Laboratory Technician,3.0,Married,2610.0,6233,1.0,Y,No,12,3.0,3,80,1,2.0,5.0,2.0,2.0,2,2,2
37.0,No,Travel_Rarely,367.0,Research & Development,25,2,Medical,1,1161,3.0,Female,52,2,2,Healthcare Representative,4.0,Divorced,5731.0,17171,7.0,Y,No,13,3.0,3,80,2,9.0,2.0,3.0,6.0,2,1,3
27.0,No,Travel_Rarely,199.0,Research & Development,6,3,Life Sciences,1,1162,4.0,Male,55,2,1,Research Scientist,3.0,Married,2539.0,7950,1.0,Y,No,13,3.0,3,80,1,4.0,0.0,3.0,4.0,2,2,2
34.0,No,Travel_Rarely,1400.0,Sales,9,1,Life Sciences,1,1163,2.0,Female,70,3,2,Sales Executive,3.0,Married,5714.0,5829,1.0,Y,No,20,4.0,1,80,0,6.0,3.0,2.0,6.0,5,1,3
35.0,No,Travel_Rarely,528.0,Human Resources,8,4,Technical Degree,1,1164,3.0,Male,100,3,1,Human Resources,3.0,Single,4323.0,7108,1.0,Y,No,17,3.0,2,80,0,6.0,2.0,1.0,5.0,4,1,4
29.0,Yes,Travel_Rarely,408.0,Sales,23,1,Life Sciences,1,1165,4.0,Female,45,2,3,Sales Executive,1.0,Married,7336.0,11162,1.0,Y,No,13,3.0,1,80,1,11.0,3.0,1.0,11.0,8,3,10
40.0,No,Travel_Frequently,593.0,Research & Development,9,4,Medical,1,1166,2.0,Female,88,3,3,Research Director,3.0,Single,13499.0,13782,9.0,Y,No,17,3.0,3,80,0,20.0,3.0,2.0,18.0,7,2,13
42.0,Yes,Travel_Frequently,481.0,Sales,12,3,Life Sciences,1,1167,3.0,Male,44,3,4,Sales Executive,1.0,Single,13758.0,2447,0.0,Y,Yes,12,3.0,2,80,0,22.0,2.0,2.0,21.0,9,13,14
42.0,No,Travel_Rarely,647.0,Sales,4,4,Marketing,1,1171,2.0,Male,45,3,2,Sales Executive,1.0,Single,5155.0,2253,7.0,Y,No,13,3.0,4,80,0,9.0,3.0,4.0,6.0,4,1,5
35.0,No,Travel_Rarely,982.0,Research & Development,1,4,Medical,1,1172,4.0,Male,58,2,1,Laboratory Technician,3.0,Married,2258.0,16340,6.0,Y,No,12,3.0,2,80,1,10.0,2.0,3.0,8.0,0,1,7
24.0,No,Travel_Rarely,477.0,Research & Development,24,3,Medical,1,1173,4.0,Male,49,3,1,Laboratory Technician,2.0,Single,3597.0,6409,8.0,Y,No,22,4.0,4,80,0,6.0,2.0,3.0,4.0,3,1,2
28.0,Yes,Travel_Rarely,1485.0,Research & Development,12,1,Life Sciences,1,1175,3.0,Female,79,3,1,Laboratory Technician,4.0,Married,2515.0,22955,1.0,Y,Yes,11,3.0,4,80,0,1.0,4.0,2.0,1.0,1,0,0
26.0,No,Travel_Rarely,1384.0,Research & Development,3,4,Medical,1,1177,1.0,Male,82,4,1,Laboratory Technician,4.0,Married,4420.0,13421,1.0,Y,No,22,4.0,2,80,1,8.0,2.0,3.0,8.0,7,0,7
30.0,No,Travel_Rarely,852.0,Sales,10,3,Marketing,1,1179,3.0,Male,72,2,2,Sales Executive,3.0,Married,6578.0,2706,1.0,Y,No,18,3.0,1,80,1,10.0,3.0,3.0,10.0,3,1,4
40.0,No,Travel_Frequently,902.0,Research & Development,26,2,Medical,1,1180,3.0,Female,92,2,2,Research Scientist,4.0,Married,4422.0,21203,3.0,Y,Yes,13,3.0,4,80,1,16.0,3.0,1.0,1.0,1,0,0
35.0,No,Travel_Rarely,819.0,Research & Development,2,3,Life Sciences,1,1182,3.0,Male,44,2,3,Manufacturing Director,2.0,Divorced,10274.0,19588,2.0,Y,No,18,3.0,2,80,1,15.0,2.0,4.0,7.0,7,6,4
34.0,No,Travel_Frequently,669.0,Research & Development,1,3,Medical,1,1184,4.0,Male,97,2,2,Healthcare Representative,1.0,Single,5343.0,25755,0.0,Y,No,20,4.0,3,80,0,14.0,3.0,3.0,13.0,9,4,9
35.0,No,Travel_Frequently,636.0,Research & Development,4,4,Other,1,1185,4.0,Male,47,2,1,Laboratory Technician,4.0,Married,2376.0,26537,1.0,Y,No,13,3.0,2,80,1,2.0,2.0,4.0,2.0,2,2,2
43.0,Yes,Travel_Rarely,1372.0,Sales,9,3,Marketing,1,1188,1.0,Female,85,1,2,Sales Executive,3.0,Single,5346.0,9489,8.0,Y,No,13,3.0,2,80,0,7.0,2.0,2.0,4.0,3,1,3
32.0,No,Non-Travel,862.0,Sales,2,1,Life Sciences,1,1190,3.0,Female,76,3,1,Sales Representative,1.0,Divorced,2827.0,14947,1.0,Y,No,12,3.0,3,80,3,1.0,3.0,3.0,1.0,0,0,0
56.0,No,Travel_Rarely,718.0,Research & Development,4,4,Technical Degree,1,1191,4.0,Female,92,3,5,Manager,1.0,Divorced,16536.0,18575,4.0,Y,No,13,3.0,4,80,1,28.0,2.0,3.0,5.0,2,4,2
29.0,No,Travel_Rarely,1401.0,Research & Development,6,1,Medical,1,1192,2.0,Female,54,3,1,Laboratory Technician,4.0,Married,3131.0,26342,1.0,Y,No,13,3.0,1,80,1,10.0,5.0,3.0,10.0,8,0,8
19.0,No,Travel_Rarely,645.0,Research & Development,9,2,Life Sciences,1,1193,3.0,Male,54,3,1,Research Scientist,1.0,Single,2552.0,7172,1.0,Y,No,25,4.0,3,80,0,1.0,4.0,3.0,1.0,1,0,0
45.0,No,Travel_Rarely,1457.0,Research & Development,7,3,Medical,1,1195,1.0,Female,83,3,1,Research Scientist,3.0,Married,4477.0,20100,4.0,Y,Yes,19,3.0,3,80,1,7.0,2.0,2.0,3.0,2,0,2
37.0,No,Travel_Rarely,977.0,Research & Development,1,3,Life Sciences,1,1196,4.0,Female,56,2,2,Manufacturing Director,4.0,Married,6474.0,9961,1.0,Y,No,13,3.0,2,80,1,14.0,2.0,2.0,14.0,8,3,11
20.0,No,Travel_Rarely,805.0,Research & Development,3,3,Life Sciences,1,1198,1.0,Male,87,2,1,Laboratory Technician,3.0,Single,3033.0,12828,1.0,Y,No,12,3.0,1,80,0,2.0,2.0,2.0,2.0,2,1,2
44.0,Yes,Travel_Rarely,1097.0,Research & Development,10,4,Life Sciences,1,1200,3.0,Male,96,3,1,Research Scientist,3.0,Single,2936.0,10826,1.0,Y,Yes,11,3.0,3,80,0,6.0,4.0,3.0,6.0,4,0,2
53.0,No,Travel_Rarely,1223.0,Research & Development,7,2,Medical,1,1201,4.0,Female,50,3,5,Manager,3.0,Divorced,16536.0,18640,3.0,Y,No,18,3.0,2,80,1,26.0,6.0,3.0,7.0,7,4,7
29.0,No,Travel_Rarely,942.0,Research & Development,15,1,Life Sciences,1,1202,2.0,Female,69,1,1,Research Scientist,4.0,Married,2168.0,26933,0.0,Y,Yes,18,3.0,1,80,1,6.0,2.0,2.0,5.0,4,1,3
22.0,Yes,Travel_Frequently,1256.0,Research & Development,3,4,Life Sciences,1,1203,3.0,Male,48,2,1,Research Scientist,4.0,Married,2853.0,4223,0.0,Y,Yes,11,3.0,2,80,1,1.0,5.0,3.0,0.0,0,0,0
46.0,No,Travel_Rarely,1402.0,Sales,2,3,Marketing,1,1204,3.0,Female,69,3,4,Manager,1.0,Married,16536.0,24097,8.0,Y,No,23,4.0,1,80,0,28.0,2.0,3.0,26.0,15,15,9
44.0,No,Non-Travel,111.0,Research & Development,17,3,Life Sciences,1,1206,4.0,Male,74,1,1,Research Scientist,3.0,Single,2290.0,4279,2.0,Y,No,13,3.0,4,80,0,6.0,3.0,3.0,0.0,0,0,0
33.0,No,Travel_Rarely,147.0,Human Resources,2,3,Human Resources,1,1207,2.0,Male,99,3,1,Human Resources,3.0,Married,3600.0,8429,1.0,Y,No,13,3.0,4,80,1,5.0,2.0,3.0,5.0,4,1,4
41.0,Yes,Non-Travel,906.0,Research & Development,5,2,Life Sciences,1,1210,1.0,Male,95,2,1,Research Scientist,1.0,Divorced,2107.0,20293,6.0,Y,No,17,3.0,1,80,1,5.0,2.0,1.0,1.0,0,0,0
30.0,No,Travel_Rarely,1329.0,Sales,29,4,Life Sciences,1,1211,3.0,Male,61,3,2,Sales Executive,1.0,Divorced,4115.0,13192,8.0,Y,No,19,3.0,3,80,3,8.0,3.0,3.0,4.0,3,0,3
40.0,No,Travel_Frequently,1184.0,Sales,2,4,Medical,1,1212,2.0,Male,62,3,2,Sales Executive,2.0,Married,4327.0,25440,5.0,Y,No,12,3.0,4,80,3,5.0,2.0,3.0,0.0,0,0,0
50.0,No,Travel_Frequently,1421.0,Research & Development,2,3,Medical,1,1215,4.0,Female,30,3,4,Manager,1.0,Married,16536.0,9490,2.0,Y,No,22,4.0,3,80,1,28.5,3.0,3.0,2.0,2,2,2
28.0,No,Travel_Rarely,1179.0,Research & Development,19,4,Medical,1,1216,4.0,Male,78,2,1,Laboratory Technician,1.0,Married,3196.0,12449,1.0,Y,No,12,3.0,3,80,3,6.0,2.0,3.0,6.0,5,3,3
46.0,No,Travel_Rarely,1450.0,Research & Development,15,2,Life Sciences,1,1217,4.0,Male,52,3,5,Research Director,2.0,Married,16536.0,10849,5.0,Y,No,11,3.0,1,80,1,25.0,2.0,3.0,4.0,2,0,3
35.0,No,Travel_Rarely,1361.0,Sales,17,4,Life Sciences,1,1218,3.0,Male,94,3,2,Sales Executive,1.0,Married,8966.0,21026,3.0,Y,Yes,15,3.0,4,80,3,15.0,2.0,3.0,7.0,7,1,7
24.0,Yes,Travel_Rarely,984.0,Research & Development,17,2,Life Sciences,1,1219,4.0,Female,97,3,1,Laboratory Technician,2.0,Married,2210.0,3372,1.0,Y,No,13,3.0,1,80,1,1.0,3.0,1.0,1.0,0,0,0
33.0,No,Travel_Frequently,1146.0,Sales,25,3,Medical,1,1220,2.0,Female,82,3,2,Sales Executive,3.0,Married,4539.0,4905,1.0,Y,No,12,3.0,1,80,1,10.0,3.0,2.0,10.0,7,0,1
36.0,No,Travel_Rarely,917.0,Research & Development,6,4,Life Sciences,1,1221,3.0,Male,60,1,1,Laboratory Technician,3.0,Divorced,2741.0,6865,1.0,Y,No,14,3.0,3,80,1,7.0,4.0,3.0,7.0,7,1,7
30.0,No,Travel_Rarely,853.0,Research & Development,7,4,Life Sciences,1,1224,3.0,Male,49,3,2,Laboratory Technician,3.0,Divorced,3491.0,11309,1.0,Y,No,13,3.0,1,80,3,10.0,4.0,2.0,10.0,7,8,9
44.0,No,Travel_Rarely,200.0,Research & Development,29,4,Other,1,1225,4.0,Male,32,3,2,Research Scientist,4.0,Single,4541.0,7744,1.0,Y,No,25,4.0,2,80,0,20.0,3.0,3.0,20.0,11,13,17
20.0,No,Travel_Rarely,654.0,Sales,21,3,Marketing,1,1226,3.0,Male,43,4,1,Sales Representative,4.0,Single,2678.0,5050,1.0,Y,No,17,3.0,4,80,0,2.0,2.0,3.0,2.0,1,2,2
46.0,No,Travel_Rarely,150.0,Research & Development,2,4,Technical Degree,1,1228,4.0,Male,60,3,2,Manufacturing Director,4.0,Divorced,7379.0,17433,2.0,Y,No,11,3.0,3,80,1,12.0,3.0,2.0,6.0,3,1,4
42.0,No,Non-Travel,179.0,Human Resources,2,5,Medical,1,1231,4.0,Male,79,4,2,Human Resources,1.0,Married,6272.0,12858,7.0,Y,No,16,3.0,1,80,1,10.0,3.0,4.0,4.0,3,0,3
60.0,No,Travel_Rarely,696.0,Sales,7,4,Marketing,1,1233,2.0,Male,52,4,2,Sales Executive,4.0,Divorced,5220.0,10893,0.0,Y,Yes,18,3.0,2,80,1,12.0,3.0,3.0,11.0,7,1,9
32.0,No,Travel_Frequently,116.0,Research & Development,13,3,Other,1,1234,3.0,Female,77,2,1,Laboratory Technician,2.0,Married,2743.0,7331,1.0,Y,No,20,4.0,3,80,1,2.0,2.0,3.0,2.0,2,2,2
32.0,No,Travel_Frequently,1316.0,Research & Development,2,2,Life Sciences,1,1235,4.0,Female,38,3,2,Research Scientist,3.0,Single,4998.0,2338,4.0,Y,Yes,14,3.0,4,80,0,10.0,2.0,3.0,8.0,7,0,7
36.0,No,Travel_Rarely,363.0,Research & Development,1,3,Technical Degree,1,1237,3.0,Female,77,1,3,Manufacturing Director,1.0,Divorced,10252.0,4235,2.0,Y,Yes,21,4.0,3,80,1,17.0,2.0,3.0,7.0,7,7,7
33.0,No,Travel_Rarely,117.0,Research & Development,9,3,Medical,1,1238,1.0,Male,60,3,1,Research Scientist,4.0,Married,2781.0,6311,0.0,Y,No,13,3.0,2,80,1,15.0,5.0,3.0,14.0,10,4,10
40.0,No,Travel_Rarely,107.0,Sales,10,3,Technical Degree,1,1239,2.0,Female,84,2,2,Sales Executive,2.0,Divorced,6852.0,11591,7.0,Y,No,12,3.0,2,80,1,7.0,2.0,4.0,5.0,1,1,3
25.0,No,Travel_Rarely,1356.0,Sales,10,4,Life Sciences,1,1240,3.0,Male,57,3,2,Sales Executive,4.0,Single,4950.0,20623,0.0,Y,No,14,3.0,2,80,0,5.0,4.0,3.0,4.0,3,1,1
30.0,No,Travel_Rarely,1465.0,Research & Development,1,3,Medical,1,1241,4.0,Male,63,3,1,Research Scientist,2.0,Married,3579.0,9369,0.0,Y,Yes,21,4.0,1,80,1,12.0,2.0,3.0,11.0,9,5,7
42.0,No,Travel_Frequently,458.0,Research & Development,26,5,Medical,1,1242,1.0,Female,60,3,3,Research Director,1.0,Married,13191.0,23281,3.0,Y,Yes,17,3.0,3,80,0,20.0,6.0,3.0,1.0,0,0,0
35.0,No,Non-Travel,1212.0,Sales,8,2,Marketing,1,1243,3.0,Female,78,2,3,Sales Executive,4.0,Married,10377.0,13755,4.0,Y,Yes,11,3.0,2,80,1,16.0,6.0,2.0,13.0,2,4,12
27.0,No,Travel_Rarely,1103.0,Research & Development,14,3,Life Sciences,1,1244,1.0,Male,42,3,1,Research Scientist,1.0,Married,2235.0,14377,1.0,Y,Yes,14,3.0,4,80,2,9.0,3.0,2.0,9.0,7,6,8
54.0,No,Travel_Frequently,966.0,Research & Development,1,4,Life Sciences,1,1245,4.0,Female,53,3,3,Manufacturing Director,3.0,Divorced,10502.0,9659,7.0,Y,No,17,3.0,1,80,1,28.5,2.0,1.0,5.0,4,1,4
44.0,No,Travel_Rarely,1117.0,Research & Development,2,1,Life Sciences,1,1246,1.0,Female,72,4,1,Research Scientist,4.0,Married,2011.0,19982,1.0,Y,No,13,3.0,4,80,1,10.0,5.0,3.0,10.0,5,7,7
19.0,Yes,Non-Travel,504.0,Research & Development,10,3,Medical,1,1248,1.0,Female,96,2,1,Research Scientist,2.0,Single,1859.0,6148,1.0,Y,Yes,25,4.0,2,80,0,1.0,2.0,4.0,1.0,1,0,0
29.0,No,Travel_Rarely,1010.0,Research & Development,1,3,Life Sciences,1,1249,1.0,Female,97,3,1,Research Scientist,4.0,Divorced,3760.0,5598,1.0,Y,No,15,3.0,1,80,3,3.0,5.0,3.0,3.0,2,1,2
54.0,No,Travel_Rarely,685.0,Research & Development,3,3,Life Sciences,1,1250,4.0,Male,85,3,4,Research Director,4.0,Married,16536.0,23474,3.0,Y,No,14,3.0,1,80,0,28.5,2.0,3.0,10.0,9,0,9
31.0,No,Travel_Rarely,1332.0,Research & Development,11,2,Medical,1,1251,3.0,Male,80,3,2,Healthcare Representative,1.0,Married,6833.0,17089,1.0,Y,Yes,12,3.0,4,80,0,6.0,2.0,2.0,6.0,5,0,1
31.0,No,Travel_Rarely,1062.0,Research & Development,24,3,Medical,1,1252,3.0,Female,96,2,2,Healthcare Representative,1.0,Single,6812.0,17198,1.0,Y,No,19,3.0,2,80,0,10.0,2.0,3.0,10.0,9,1,8
59.0,No,Travel_Rarely,326.0,Sales,3,3,Life Sciences,1,1254,3.0,Female,48,2,2,Sales Executive,4.0,Single,5171.0,16490,5.0,Y,No,17,3.0,4,80,0,13.0,2.0,3.0,6.0,1,0,5
43.0,No,Travel_Rarely,920.0,Research & Development,3,3,Life Sciences,1,1255,3.0,Male,96,1,5,Research Director,4.0,Married,16536.0,18625,3.0,Y,No,14,3.0,2,80,1,25.0,2.0,3.0,8.0,7,0,7
49.0,No,Travel_Rarely,1098.0,Research & Development,4,2,Medical,1,1256,1.0,Male,85,2,5,Manager,3.0,Married,16536.0,12124,2.0,Y,No,13,3.0,3,80,1,23.0,2.0,4.0,1.0,0,0,0
36.0,No,Travel_Frequently,469.0,Research & Development,3,3,Technical Degree,1,1257,3.0,Male,46,3,1,Research Scientist,2.0,Married,3692.0,9256,1.0,Y,No,12,3.0,3,80,0,12.0,2.0,2.0,11.0,10,0,7
48.0,No,Travel_Rarely,969.0,Research & Development,2,2,Technical Degree,1,1258,4.0,Male,76,4,1,Laboratory Technician,2.0,Single,2559.0,16620,5.0,Y,No,11,3.0,3,80,0,7.0,4.0,2.0,1.0,0,0,0
27.0,No,Travel_Rarely,1167.0,Research & Development,4,2,Life Sciences,1,1259,1.0,Male,76,3,1,Research Scientist,3.0,Divorced,2517.0,3208,1.0,Y,No,11,3.0,2,80,3,5.0,2.0,3.0,5.0,3,0,3
29.0,No,Travel_Rarely,1329.0,Research & Development,7,3,Life Sciences,1,1260,3.0,Male,82,3,2,Healthcare Representative,4.0,Divorced,6623.0,4204,1.0,Y,Yes,11,3.0,2,80,2,6.0,2.0,3.0,6.0,0,1,0
48.0,No,Travel_Rarely,715.0,Research & Development,1,3,Life Sciences,1,1263,4.0,Male,76,2,5,Research Director,4.0,Single,16536.0,8733,6.0,Y,No,12,3.0,3,80,0,25.0,3.0,4.0,1.0,0,0,0
29.0,No,Travel_Rarely,694.0,Research & Development,1,3,Life Sciences,1,1264,4.0,Female,87,2,4,Research Director,4.0,Divorced,16124.0,3423,3.0,Y,No,14,3.0,2,80,2,9.0,2.0,2.0,7.0,7,1,7
34.0,No,Travel_Rarely,1320.0,Research & Development,20,3,Technical Degree,1,1265,3.0,Female,89,4,1,Research Scientist,3.0,Married,2585.0,21643,0.0,Y,No,17,3.0,4,80,0,2.0,5.0,2.0,1.0,0,0,0
44.0,No,Travel_Rarely,1099.0,Sales,5,3,Marketing,1,1267,2.0,Male,88,3,5,Manager,2.0,Married,16536.0,8751,7.0,Y,No,11,3.0,3,80,1,26.0,5.0,3.0,22.0,9,3,10
33.0,No,Travel_Rarely,536.0,Sales,10,5,Marketing,1,1268,4.0,Male,82,4,3,Sales Executive,3.0,Divorced,8380.0,21708,0.0,Y,Yes,14,3.0,4,80,2,10.0,3.0,3.0,9.0,8,0,8
19.0,No,Travel_Rarely,265.0,Research & Development,25,3,Life Sciences,1,1269,2.0,Female,57,4,1,Research Scientist,4.0,Single,2994.0,21221,1.0,Y,Yes,12,3.0,4,80,0,1.0,2.0,3.0,1.0,0,0,1
23.0,No,Travel_Rarely,373.0,Research & Development,1,2,Life Sciences,1,1270,4.0,Male,47,3,1,Research Scientist,3.0,Married,1338.72,16901,1.0,Y,No,22,4.0,4,80,1,1.0,2.0,3.0,1.0,0,0,1
